Orthogroup	ARSEF_1520	ARSEF_1564	ARSEF_2597	ARSEF_2860	ARSEF_3097	ARSEF_4305	ARSEF_5078	ARSEF_8028
OG0006464	FUN_007721-T1	FUN_001893-T1	FUN_001409-T1	FUN_000505-T1	FUN_002649-T1	FUN_005677-T1	FUN_007549-T1	FUN_002689-T1
OG0006465	FUN_007725-T1	FUN_001889-T1	FUN_001405-T1	FUN_000508-T1	FUN_002646-T1	FUN_005680-T1	FUN_007894-T1	FUN_002685-T1
OG0006466	FUN_007726-T1	FUN_001888-T1	FUN_001404-T1	FUN_000509-T1	FUN_002645-T1	FUN_005681-T1	FUN_007893-T1	FUN_002684-T1
OG0006467	FUN_007727-T1	FUN_001887-T1	FUN_001403-T1	FUN_000510-T1	FUN_002644-T1	FUN_005682-T1	FUN_007892-T1	FUN_002683-T1
OG0006468	FUN_007728-T1	FUN_001886-T1	FUN_001402-T1	FUN_000511-T1	FUN_002643-T1	FUN_007800-T1	FUN_007973-T1	FUN_002682-T1
OG0006469	FUN_007729-T1	FUN_001885-T1	FUN_001401-T1	FUN_000512-T1	FUN_002642-T1	FUN_007799-T1	FUN_007972-T1	FUN_002681-T1
OG0006470	FUN_007730-T1	FUN_001884-T1	FUN_001400-T1	FUN_000513-T1	FUN_002641-T1	FUN_007798-T1	FUN_007971-T1	FUN_002680-T1
OG0006471	FUN_007731-T1	FUN_001883-T1	FUN_001399-T1	FUN_000514-T1	FUN_002640-T1	FUN_007797-T1	FUN_007970-T1	FUN_002679-T1
OG0006472	FUN_007732-T1	FUN_001882-T1	FUN_001398-T1	FUN_000515-T1	FUN_002639-T1	FUN_007796-T1	FUN_007888-T1	FUN_002678-T1
OG0006473	FUN_007733-T1	FUN_001881-T1	FUN_001397-T1	FUN_000516-T1	FUN_002638-T1	FUN_007795-T1	FUN_007889-T1	FUN_002677-T1
OG0006474	FUN_007734-T1	FUN_001880-T1	FUN_001396-T1	FUN_000517-T1	FUN_002637-T1	FUN_007794-T1	FUN_007890-T1	FUN_002676-T1
OG0006475	FUN_007735-T1	FUN_001879-T1	FUN_001395-T1	FUN_000518-T1	FUN_009335-T1	FUN_007793-T1	FUN_007891-T1	FUN_002675-T1
OG0006476	FUN_007736-T1	FUN_001878-T1	FUN_001394-T1	FUN_000519-T1	FUN_008417-T1	FUN_009369-T1	FUN_008359-T1	FUN_002674-T1
OG0006477	FUN_007737-T1	FUN_001877-T1	FUN_001393-T1	FUN_000520-T1	FUN_008416-T1	FUN_009370-T1	FUN_008358-T1	FUN_002673-T1
OG0006478	FUN_007738-T1	FUN_001876-T1	FUN_001392-T1	FUN_000521-T1	FUN_008415-T1	FUN_009371-T1	FUN_008357-T1	FUN_002672-T1
OG0006479	FUN_007740-T1	FUN_001874-T1	FUN_001390-T1	FUN_000523-T1	FUN_003844-T1	FUN_009069-T1	FUN_009267-T1	FUN_002670-T1
OG0006480	FUN_007741-T1	FUN_001873-T1	FUN_001389-T1	FUN_000524-T1	FUN_003843-T1	FUN_009070-T1	FUN_009268-T1	FUN_002669-T1
OG0006481	FUN_007742-T1	FUN_001872-T1	FUN_001388-T1	FUN_000525-T1	FUN_003842-T1	FUN_009071-T1	FUN_008106-T1	FUN_002668-T1
OG0006482	FUN_007743-T1	FUN_001871-T1	FUN_001387-T1	FUN_000526-T1	FUN_003841-T1	FUN_009072-T1	FUN_008105-T1	FUN_002667-T1
OG0006483	FUN_007744-T1	FUN_001870-T1	FUN_001386-T1	FUN_000527-T1	FUN_003840-T1	FUN_009073-T1	FUN_008103-T1	FUN_002666-T1
OG0006484	FUN_007746-T1	FUN_001868-T1	FUN_001384-T1	FUN_000529-T1	FUN_003838-T1	FUN_009424-T1	FUN_008410-T1	FUN_002664-T1
OG0006485	FUN_007747-T1	FUN_001867-T1	FUN_001383-T1	FUN_000530-T1	FUN_003837-T1	FUN_009423-T1	FUN_008411-T1	FUN_002663-T1
OG0006486	FUN_007748-T1	FUN_001866-T1	FUN_001382-T1	FUN_000531-T1	FUN_003836-T1	FUN_009422-T1	FUN_008412-T1	FUN_002662-T1
OG0006487	FUN_007749-T1	FUN_001865-T1	FUN_001381-T1	FUN_000532-T1	FUN_003834-T1	FUN_009421-T1	FUN_008413-T1	FUN_002661-T1
OG0006488	FUN_007750-T1	FUN_006795-T1	FUN_001380-T1	FUN_000533-T1	FUN_003833-T1	FUN_007503-T1	FUN_008910-T1	FUN_002660-T1
OG0006489	FUN_007751-T1	FUN_006794-T1	FUN_001379-T1	FUN_000534-T1	FUN_003832-T1	FUN_007504-T1	FUN_008909-T1	FUN_002659-T1
OG0006490	FUN_007752-T1	FUN_006793-T1	FUN_001378-T1	FUN_000535-T1	FUN_003831-T1	FUN_007505-T1	FUN_008469-T1	FUN_002658-T1
OG0006491	FUN_007753-T1	FUN_006792-T1	FUN_001377-T1	FUN_000536-T1	FUN_003830-T1	FUN_007506-T1	FUN_008468-T1	FUN_002657-T1
OG0006492	FUN_007754-T1	FUN_006791-T1	FUN_001376-T1	FUN_000537-T1	FUN_008075-T1	FUN_007507-T1	FUN_009440-T1	FUN_002656-T1
OG0006493	FUN_007755-T1	FUN_006790-T1	FUN_001375-T1	FUN_000538-T1	FUN_008074-T1	FUN_007508-T1	FUN_008197-T1	FUN_002655-T1
OG0006494	FUN_007756-T1	FUN_006789-T1	FUN_001374-T1	FUN_000539-T1	FUN_008073-T1	FUN_007509-T1	FUN_008196-T1	FUN_002654-T1
OG0006495	FUN_007757-T1	FUN_006788-T1	FUN_001373-T1	FUN_000540-T1	FUN_008072-T1	FUN_007510-T1	FUN_008195-T1	FUN_002653-T1
OG0006496	FUN_007758-T1	FUN_006786-T1	FUN_001371-T1	FUN_000542-T1	FUN_007656-T1	FUN_007979-T1	FUN_006544-T1	FUN_002651-T1
OG0006497	FUN_007760-T1	FUN_006784-T1	FUN_001370-T1	FUN_000544-T1	FUN_007658-T1	FUN_007981-T1	FUN_006543-T1	FUN_002650-T1
OG0006498	FUN_007761-T1	FUN_006783-T1	FUN_001369-T1	FUN_000545-T1	FUN_007659-T1	FUN_007982-T1	FUN_006542-T1	FUN_002649-T1
OG0006499	FUN_007763-T1	FUN_006782-T1	FUN_001367-T1	FUN_000547-T1	FUN_009157-T1	FUN_007985-T1	FUN_006541-T1	FUN_002648-T1
OG0006500	FUN_007764-T1	FUN_006781-T1	FUN_001366-T1	FUN_000548-T1	FUN_009158-T1	FUN_007986-T1	FUN_009219-T1	FUN_002647-T1
OG0006501	FUN_007766-T1	FUN_004974-T1	FUN_001365-T1	FUN_000550-T1	FUN_008808-T1	FUN_009257-T1	FUN_002249-T1	FUN_002646-T1
OG0006502	FUN_007767-T1	FUN_004973-T1	FUN_001364-T1	FUN_000551-T1	FUN_008807-T1	FUN_009258-T1	FUN_002248-T1	FUN_002645-T1
OG0006503	FUN_007768-T1	FUN_004972-T1	FUN_001363-T1	FUN_000552-T1	FUN_002714-T1	FUN_009259-T1	FUN_002247-T1	FUN_002644-T1
OG0006504	FUN_007769-T1	FUN_004971-T1	FUN_001362-T1	FUN_000553-T1	FUN_002715-T1	FUN_008527-T1	FUN_002246-T1	FUN_002643-T1
OG0006505	FUN_007770-T1	FUN_004969-T1	FUN_001360-T1	FUN_000554-T1	FUN_002716-T1	FUN_008525-T1	FUN_002244-T1	FUN_002641-T1
OG0006506	FUN_007771-T1	FUN_004968-T1	FUN_001359-T1	FUN_000555-T1	FUN_002717-T1	FUN_008524-T1	FUN_002243-T1	FUN_002640-T1
OG0006507	FUN_007772-T1	FUN_004967-T1	FUN_001358-T1	FUN_000556-T1	FUN_002718-T1	FUN_008523-T1	FUN_002242-T1	FUN_002639-T1
OG0006508	FUN_007774-T1	FUN_004965-T1	FUN_001356-T1	FUN_000558-T1	FUN_002720-T1	FUN_003361-T1	FUN_002240-T1	FUN_002637-T1
OG0006509	FUN_007776-T1	FUN_004964-T1	FUN_001354-T1	FUN_000560-T1	FUN_002722-T1	FUN_003363-T1	FUN_002238-T1	FUN_002635-T1
OG0006510	FUN_007777-T1	FUN_004963-T1	FUN_001353-T1	FUN_000561-T1	FUN_002723-T1	FUN_003364-T1	FUN_002237-T1	FUN_002634-T1
OG0006511	FUN_007778-T1	FUN_004962-T1	FUN_001352-T1	FUN_000562-T1	FUN_002724-T1	FUN_003365-T1	FUN_002236-T1	FUN_002633-T1
OG0006512	FUN_007780-T1	FUN_004960-T1	FUN_001350-T1	FUN_000564-T1	FUN_002726-T1	FUN_003367-T1	FUN_002234-T1	FUN_002631-T1
OG0006513	FUN_007781-T1	FUN_004959-T1	FUN_001349-T1	FUN_000565-T1	FUN_002727-T1	FUN_003368-T1	FUN_002233-T1	FUN_002630-T1
OG0006514	FUN_007782-T1	FUN_004958-T1	FUN_001348-T1	FUN_000566-T1	FUN_002728-T1	FUN_003369-T1	FUN_002232-T1	FUN_002629-T1
OG0006515	FUN_007783-T1	FUN_004957-T1	FUN_001347-T1	FUN_000567-T1	FUN_001470-T1	FUN_003370-T1	FUN_007003-T1	FUN_002628-T1
OG0006516	FUN_007784-T1	FUN_004956-T1	FUN_001346-T1	FUN_000568-T1	FUN_001469-T1	FUN_003371-T1	FUN_007002-T1	FUN_002627-T1
OG0006517	FUN_007785-T1	FUN_004955-T1	FUN_001345-T1	FUN_000569-T1	FUN_001468-T1	FUN_003372-T1	FUN_007001-T1	FUN_002626-T1
OG0006518	FUN_007786-T1	FUN_004954-T1	FUN_001344-T1	FUN_000570-T1	FUN_001467-T1	FUN_003373-T1	FUN_007000-T1	FUN_002625-T1
OG0006519	FUN_007787-T1	FUN_004953-T1	FUN_001343-T1	FUN_000571-T1	FUN_001466-T1	FUN_003374-T1	FUN_006999-T1	FUN_002624-T1
OG0006520	FUN_007788-T1	FUN_004952-T1	FUN_001342-T1	FUN_000572-T1	FUN_001465-T1	FUN_003375-T1	FUN_009362-T1	FUN_002623-T1
OG0006521	FUN_007791-T1	FUN_004949-T1	FUN_001341-T1	FUN_000575-T1	FUN_001462-T1	FUN_003378-T1	FUN_009204-T1	FUN_002620-T1
OG0006522	FUN_007792-T1	FUN_008615-T1	FUN_001340-T1	FUN_000576-T1	FUN_001461-T1	FUN_003379-T1	FUN_008249-T1	FUN_002619-T1
OG0006523	FUN_007793-T1	FUN_008614-T1	FUN_001339-T1	FUN_000577-T1	FUN_001460-T1	FUN_003380-T1	FUN_008248-T1	FUN_002618-T1
OG0006524	FUN_007794-T1	FUN_008612-T1	FUN_001337-T1	FUN_000579-T1	FUN_001458-T1	FUN_003382-T1	FUN_008246-T1	FUN_002616-T1
OG0006525	FUN_007798-T1	FUN_008610-T1	FUN_001334-T1	FUN_000583-T1	FUN_001454-T1	FUN_003389-T1	FUN_009064-T1	FUN_002613-T1
OG0006526	FUN_007799-T1	FUN_008609-T1	FUN_001333-T1	FUN_000584-T1	FUN_001453-T1	FUN_008474-T1	FUN_008993-T1	FUN_002612-T1
OG0006527	FUN_007801-T1	FUN_009094-T1	FUN_001331-T1	FUN_000586-T1	FUN_001451-T1	FUN_008472-T1	FUN_007386-T1	FUN_002610-T1
OG0006528	FUN_007802-T1	FUN_009095-T1	FUN_001330-T1	FUN_000587-T1	FUN_001450-T1	FUN_008471-T1	FUN_007387-T1	FUN_002609-T1
OG0006529	FUN_007805-T1	FUN_009096-T1	FUN_001329-T1	FUN_000589-T1	FUN_001449-T1	FUN_008469-T1	FUN_007388-T1	FUN_002608-T1
OG0006530	FUN_007806-T1	FUN_009098-T1	FUN_001327-T1	FUN_000591-T1	FUN_001447-T1	FUN_008468-T1	FUN_007390-T1	FUN_002607-T1
OG0006531	FUN_007807-T1	FUN_006552-T1	FUN_001326-T1	FUN_000592-T1	FUN_001446-T1	FUN_008467-T1	FUN_007391-T1	FUN_002606-T1
OG0006532	FUN_007808-T1	FUN_006553-T1	FUN_001325-T1	FUN_000593-T1	FUN_001445-T1	FUN_008466-T1	FUN_007392-T1	FUN_002605-T1
OG0006533	FUN_007811-T1	FUN_006556-T1	FUN_001322-T1	FUN_000596-T1	FUN_008794-T1	FUN_005652-T1	FUN_006602-T1	FUN_002604-T1
OG0006534	FUN_007813-T1	FUN_006558-T1	FUN_001320-T1	FUN_000598-T1	FUN_004079-T1	FUN_005650-T1	FUN_006599-T1	FUN_002602-T1
OG0006535	FUN_007814-T1	FUN_006559-T1	FUN_001319-T1	FUN_000599-T1	FUN_004078-T1	FUN_005649-T1	FUN_006598-T1	FUN_002601-T1
OG0006536	FUN_007815-T1	FUN_006560-T1	FUN_001318-T1	FUN_000600-T1	FUN_004077-T1	FUN_005648-T1	FUN_006597-T1	FUN_002600-T1
OG0006537	FUN_007816-T1	FUN_006561-T1	FUN_001317-T1	FUN_000601-T1	FUN_004076-T1	FUN_005647-T1	FUN_006596-T1	FUN_002599-T1
OG0006538	FUN_007817-T1	FUN_006562-T1	FUN_001316-T1	FUN_000602-T1	FUN_004075-T1	FUN_005646-T1	FUN_006595-T1	FUN_002598-T1
OG0006539	FUN_007818-T1	FUN_006563-T1	FUN_001315-T1	FUN_000603-T1	FUN_004074-T1	FUN_005645-T1	FUN_006594-T1	FUN_002597-T1
OG0006540	FUN_007819-T1	FUN_006564-T1	FUN_001314-T1	FUN_000604-T1	FUN_004073-T1	FUN_005644-T1	FUN_005187-T1	FUN_002596-T1
OG0006541	FUN_007820-T1	FUN_006565-T1	FUN_001313-T1	FUN_000605-T1	FUN_004072-T1	FUN_005643-T1	FUN_005188-T1	FUN_002595-T1
OG0006542	FUN_007821-T1	FUN_006566-T1	FUN_001312-T1	FUN_000607-T1	FUN_004071-T1	FUN_005642-T1	FUN_005189-T1	FUN_002594-T1
OG0006543	FUN_007822-T1	FUN_006567-T1	FUN_001311-T1	FUN_000608-T1	FUN_004070-T1	FUN_005641-T1	FUN_005190-T1	FUN_002593-T1
OG0006544	FUN_007823-T1	FUN_006568-T1	FUN_001310-T1	FUN_000609-T1	FUN_004069-T1	FUN_005640-T1	FUN_005191-T1	FUN_002592-T1
OG0006545	FUN_007824-T1	FUN_006569-T1	FUN_001309-T1	FUN_000610-T1	FUN_004068-T1	FUN_005639-T1	FUN_005192-T1	FUN_002591-T1
OG0006546	FUN_007825-T1	FUN_006570-T1	FUN_001308-T1	FUN_000611-T1	FUN_004067-T1	FUN_005638-T1	FUN_005193-T1	FUN_002590-T1
OG0006547	FUN_007827-T1	FUN_006573-T1	FUN_009121-T1	FUN_000613-T1	FUN_004065-T1	FUN_005636-T1	FUN_005196-T1	FUN_002588-T1
OG0006548	FUN_007828-T1	FUN_006574-T1	FUN_009120-T1	FUN_000614-T1	FUN_004064-T1	FUN_005635-T1	FUN_005197-T1	FUN_002587-T1
OG0006549	FUN_007829-T1	FUN_006575-T1	FUN_009119-T1	FUN_000615-T1	FUN_004063-T1	FUN_005634-T1	FUN_005198-T1	FUN_002586-T1
OG0006550	FUN_007830-T1	FUN_006576-T1	FUN_009118-T1	FUN_000616-T1	FUN_004062-T1	FUN_005633-T1	FUN_005199-T1	FUN_002585-T1
OG0006551	FUN_007831-T1	FUN_009213-T1	FUN_009117-T1	FUN_000617-T1	FUN_008777-T1	FUN_009276-T1	FUN_008550-T1	FUN_002584-T1
OG0006552	FUN_007832-T1	FUN_009214-T1	FUN_009116-T1	FUN_000618-T1	FUN_008778-T1	FUN_009275-T1	FUN_008549-T1	FUN_002583-T1
OG0006553	FUN_007833-T1	FUN_009215-T1	FUN_009115-T1	FUN_000619-T1	FUN_001771-T1	FUN_009274-T1	FUN_008548-T1	FUN_002582-T1
OG0006554	FUN_007834-T1	FUN_006274-T1	FUN_009114-T1	FUN_000620-T1	FUN_001770-T1	FUN_008482-T1	FUN_004027-T1	FUN_002581-T1
OG0006555	FUN_007835-T1	FUN_006275-T1	FUN_009113-T1	FUN_000621-T1	FUN_001769-T1	FUN_008481-T1	FUN_004026-T1	FUN_002580-T1
OG0006556	FUN_007836-T1	FUN_006277-T1	FUN_009111-T1	FUN_000623-T1	FUN_001767-T1	FUN_008479-T1	FUN_004024-T1	FUN_002578-T1
OG0006557	FUN_007837-T1	FUN_006278-T1	FUN_009110-T1	FUN_000624-T1	FUN_001766-T1	FUN_008478-T1	FUN_004023-T1	FUN_002577-T1
OG0006558	FUN_007838-T1	FUN_006279-T1	FUN_009109-T1	FUN_000625-T1	FUN_001765-T1	FUN_008477-T1	FUN_004022-T1	FUN_002576-T1
OG0006559	FUN_007839-T1	FUN_006280-T1	FUN_009108-T1	FUN_000626-T1	FUN_001764-T1	FUN_008476-T1	FUN_004021-T1	FUN_002575-T1
OG0006560	FUN_007840-T1	FUN_006281-T1	FUN_009107-T1	FUN_000627-T1	FUN_001763-T1	FUN_008475-T1	FUN_004020-T1	FUN_002574-T1
OG0006561	FUN_007841-T1	FUN_006282-T1	FUN_009106-T1	FUN_000628-T1	FUN_001762-T1	FUN_005202-T1	FUN_004019-T1	FUN_002573-T1
OG0006562	FUN_007842-T1	FUN_006283-T1	FUN_009105-T1	FUN_000630-T1	FUN_001761-T1	FUN_005203-T1	FUN_004018-T1	FUN_002572-T1
OG0006563	FUN_007844-T1	FUN_006285-T1	FUN_009103-T1	FUN_000633-T1	FUN_001759-T1	FUN_005205-T1	FUN_004016-T1	FUN_002570-T1
OG0006564	FUN_007845-T1	FUN_006286-T1	FUN_009102-T1	FUN_000634-T1	FUN_001758-T1	FUN_005206-T1	FUN_004015-T1	FUN_002569-T1
OG0006565	FUN_007846-T1	FUN_006288-T1	FUN_009100-T1	FUN_000635-T1	FUN_001757-T1	FUN_005208-T1	FUN_004013-T1	FUN_002567-T1
OG0006566	FUN_007847-T1	FUN_006289-T1	FUN_009099-T1	FUN_000636-T1	FUN_001756-T1	FUN_005209-T1	FUN_004012-T1	FUN_002566-T1
OG0006567	FUN_007850-T1	FUN_006292-T1	FUN_009096-T1	FUN_000638-T1	FUN_001753-T1	FUN_005212-T1	FUN_007624-T1	FUN_002563-T1
OG0006568	FUN_007851-T1	FUN_006293-T1	FUN_009095-T1	FUN_000639-T1	FUN_001752-T1	FUN_005213-T1	FUN_007623-T1	FUN_002562-T1
OG0006569	FUN_007852-T1	FUN_006294-T1	FUN_009093-T1	FUN_000640-T1	FUN_001750-T1	FUN_005214-T1	FUN_007622-T1	FUN_002561-T1
OG0006570	FUN_007853-T1	FUN_006295-T1	FUN_009092-T1	FUN_000641-T1	FUN_001749-T1	FUN_005215-T1	FUN_007683-T1	FUN_002560-T1
OG0006571	FUN_007858-T1	FUN_009319-T1	FUN_001304-T1	FUN_008720-T1	FUN_006061-T1	FUN_002137-T1	FUN_006846-T1	FUN_004698-T1
OG0006572	FUN_007860-T1	"FUN_007843-T1, FUN_007844-T1"		"FUN_008722-T1, FUN_008983-T1"	FUN_006059-T1	FUN_002139-T1	FUN_007817-T1	
OG0006573	FUN_007863-T1	FUN_007840-T1	FUN_001303-T1	FUN_008724-T1	FUN_001982-T1	FUN_002142-T1	FUN_006845-T1	FUN_004697-T1
OG0006574	FUN_007864-T1	FUN_007839-T1	FUN_001302-T1	FUN_008725-T1	FUN_001981-T1	FUN_002143-T1	FUN_006844-T1	FUN_004696-T1
OG0006575	FUN_007865-T1	FUN_007838-T1	FUN_001301-T1	FUN_008726-T1	FUN_001980-T1	FUN_002144-T1	FUN_005524-T1	FUN_004695-T1
OG0006576	FUN_007866-T1	FUN_007837-T1	FUN_001300-T1	FUN_008727-T1	FUN_001979-T1	FUN_002145-T1	FUN_005523-T1	FUN_004694-T1
OG0006577	FUN_007868-T1	FUN_007835-T1	FUN_001298-T1	FUN_008729-T1	FUN_001977-T1	FUN_002147-T1	FUN_005521-T1	FUN_004692-T1
OG0006578	FUN_007871-T1	FUN_003645-T1	FUN_001295-T1	FUN_008732-T1	FUN_001974-T1	FUN_002150-T1	FUN_005518-T1	FUN_004690-T1
OG0006579	FUN_007873-T1	FUN_003642-T1	FUN_001294-T1	FUN_008734-T1	FUN_001972-T1	FUN_002152-T1	FUN_005517-T1	FUN_004689-T1
OG0006580	FUN_007874-T1	FUN_003641-T1	FUN_001293-T1	FUN_008735-T1	FUN_001971-T1	FUN_002153-T1	FUN_005516-T1	FUN_004688-T1
OG0006581	FUN_007875-T1	FUN_003640-T1	FUN_001292-T1	FUN_008736-T1	FUN_001970-T1	FUN_002154-T1	FUN_005541-T1	FUN_004687-T1
OG0006582	FUN_007876-T1	FUN_003639-T1	FUN_001291-T1	FUN_008737-T1	FUN_001969-T1	FUN_002155-T1	FUN_005540-T1	FUN_004686-T1
OG0006583	FUN_007877-T1	FUN_003638-T1	FUN_001290-T1	FUN_008738-T1	FUN_001968-T1	FUN_002156-T1	FUN_005539-T1	FUN_004685-T1
OG0006584	FUN_007878-T1	FUN_003637-T1	FUN_001289-T1	FUN_008739-T1	FUN_001967-T1	FUN_002157-T1	FUN_005538-T1	FUN_004684-T1
OG0006585	FUN_007879-T1	FUN_003636-T1	FUN_001288-T1	FUN_008740-T1	FUN_001966-T1	FUN_002158-T1	FUN_005537-T1	FUN_004683-T1
OG0006586	FUN_007880-T1	FUN_003635-T1	FUN_001287-T1	FUN_008741-T1	FUN_001965-T1	FUN_002159-T1	FUN_005536-T1	FUN_004682-T1
OG0006587	FUN_007881-T1	FUN_003634-T1	FUN_001286-T1	FUN_008742-T1	FUN_001964-T1	FUN_002160-T1	FUN_005535-T1	FUN_004681-T1
OG0006588	FUN_007882-T1	FUN_003633-T1	FUN_001285-T1	FUN_008743-T1	FUN_006074-T1	FUN_002161-T1	FUN_009290-T1	FUN_004680-T1
OG0006589	FUN_007884-T1	FUN_003631-T1	FUN_001283-T1	FUN_008745-T1	FUN_006072-T1	FUN_003988-T1	FUN_000919-T1	FUN_004679-T1
OG0006590	FUN_007886-T1	FUN_003629-T1	FUN_001281-T1	FUN_008747-T1	FUN_006070-T1	FUN_003986-T1	FUN_000921-T1	FUN_004677-T1
OG0006591	FUN_007887-T1	FUN_003628-T1	FUN_001280-T1	FUN_008748-T1	FUN_006069-T1	FUN_003985-T1	FUN_000922-T1	FUN_004676-T1
OG0006592	FUN_007888-T1	FUN_003627-T1	FUN_001279-T1	FUN_008749-T1	FUN_006068-T1	FUN_003984-T1	FUN_000923-T1	FUN_004675-T1
OG0006593	FUN_007889-T1	FUN_003626-T1	FUN_001278-T1	FUN_008750-T1	FUN_008513-T1	FUN_003983-T1	FUN_000924-T1	FUN_004674-T1
OG0006594	FUN_007890-T1	FUN_003625-T1	FUN_001277-T1	FUN_009130-T1	FUN_008512-T1	FUN_003982-T1	FUN_000925-T1	FUN_004673-T1
OG0006595	FUN_007891-T1	FUN_003624-T1	FUN_001276-T1	FUN_009129-T1	FUN_008511-T1	FUN_003981-T1	FUN_000926-T1	FUN_004672-T1
OG0006596	FUN_007892-T1	FUN_003623-T1	FUN_001275-T1	FUN_009128-T1	FUN_008509-T1	FUN_003980-T1	FUN_000927-T1	FUN_004671-T1
OG0006597	FUN_007893-T1	FUN_003622-T1	FUN_001274-T1	FUN_009127-T1	FUN_002358-T1	FUN_003979-T1	FUN_000928-T1	FUN_004670-T1
OG0006598	FUN_007895-T1	FUN_003620-T1	FUN_001272-T1	FUN_009124-T1	FUN_002360-T1	FUN_003977-T1	FUN_000930-T1	FUN_004668-T1
OG0006599	FUN_007897-T1	FUN_003618-T1	FUN_001271-T1	FUN_009122-T1	FUN_002362-T1	FUN_003975-T1	FUN_000932-T1	FUN_004667-T1
OG0006600	FUN_007898-T1	FUN_003617-T1	FUN_001270-T1	FUN_009121-T1	FUN_002363-T1	FUN_003974-T1	FUN_000933-T1	FUN_004666-T1
OG0006601	FUN_007899-T1	FUN_003616-T1	FUN_001269-T1	FUN_009120-T1	FUN_002364-T1	FUN_003973-T1	FUN_000934-T1	FUN_004665-T1
OG0006602	FUN_007901-T1	FUN_003614-T1	FUN_001267-T1	FUN_009118-T1	FUN_002366-T1	FUN_003972-T1	FUN_000936-T1	FUN_004663-T1
OG0006603	FUN_007902-T1	FUN_003613-T1	FUN_001266-T1	FUN_009117-T1	FUN_002367-T1	FUN_003971-T1	FUN_000937-T1	FUN_004662-T1
OG0006604	FUN_007903-T1	FUN_003612-T1	FUN_001265-T1	FUN_009116-T1	FUN_002368-T1	FUN_008670-T1	FUN_000938-T1	FUN_004661-T1
OG0006605	FUN_007904-T1	FUN_003611-T1	FUN_001264-T1	FUN_009115-T1	FUN_002369-T1	FUN_008672-T1	FUN_000939-T1	FUN_004659-T1
OG0006606	FUN_007905-T1	FUN_003610-T1	FUN_001263-T1	FUN_009114-T1	FUN_002370-T1	FUN_008673-T1	FUN_000940-T1	FUN_004658-T1
OG0006607	FUN_007907-T1	FUN_005401-T1	FUN_004961-T1	FUN_008363-T1	FUN_006907-T1	FUN_005271-T1	FUN_002576-T1	FUN_007009-T1
OG0006608	FUN_007908-T1	FUN_005402-T1	FUN_004960-T1	FUN_008364-T1	FUN_006906-T1	FUN_005270-T1	FUN_002575-T1	FUN_007008-T1
OG0006609	FUN_007909-T1	FUN_005403-T1	FUN_004959-T1	FUN_008365-T1	FUN_006905-T1	FUN_005269-T1	FUN_002574-T1	FUN_007007-T1
OG0006610	FUN_007910-T1	FUN_005404-T1	FUN_004957-T1	FUN_008366-T1	FUN_006904-T1	FUN_005268-T1	FUN_002573-T1	FUN_007006-T1
OG0006611	FUN_007911-T1	FUN_005405-T1	FUN_004956-T1	FUN_008367-T1	FUN_006903-T1	FUN_005267-T1	FUN_002572-T1	FUN_007005-T1
OG0006612	FUN_007912-T1	FUN_005406-T1	FUN_004955-T1	FUN_008368-T1	FUN_006902-T1	FUN_005266-T1	FUN_002571-T1	FUN_007004-T1
OG0006613	FUN_007913-T1	FUN_005407-T1	FUN_004954-T1	FUN_008369-T1	FUN_006901-T1	FUN_005265-T1	FUN_002570-T1	FUN_007003-T1
OG0006614	FUN_007916-T1	FUN_005409-T1	FUN_004953-T1	FUN_008373-T1	FUN_005664-T1	FUN_005262-T1	FUN_002568-T1	FUN_007001-T1
OG0006615	FUN_007922-T1	FUN_005414-T1	FUN_004950-T1	FUN_008377-T1	FUN_005668-T1	FUN_005256-T1	FUN_002563-T1	FUN_006996-T1
OG0006616	FUN_007923-T1	FUN_008267-T1	FUN_004949-T1	FUN_008378-T1	FUN_005670-T1	FUN_005255-T1	FUN_002562-T1	FUN_006995-T1
OG0006617	FUN_007925-T1	FUN_008265-T1	FUN_004947-T1	FUN_008380-T1	FUN_005672-T1	FUN_009738-T1	FUN_002560-T1	FUN_006993-T1
OG0006618	FUN_007927-T1	FUN_008263-T1	FUN_004944-T1	FUN_008382-T1	FUN_007780-T1	FUN_006403-T1	FUN_009147-T1	FUN_006991-T1
OG0006619	FUN_007928-T1	FUN_008261-T1	FUN_004942-T1	FUN_008383-T1	FUN_007778-T1	FUN_006406-T1	FUN_005272-T1	FUN_006990-T1
OG0006620	FUN_007929-T1	FUN_008260-T1	FUN_004941-T1	FUN_008384-T1	FUN_007777-T1	FUN_006407-T1	FUN_005271-T1	FUN_006989-T1
OG0006621	FUN_007931-T1	FUN_008258-T1	FUN_004939-T1	FUN_008386-T1	FUN_007775-T1	FUN_006410-T1	FUN_005268-T1	FUN_006987-T1
OG0006622	FUN_007932-T1	FUN_008257-T1	FUN_004938-T1	FUN_008387-T1	FUN_007774-T1	FUN_006411-T1	FUN_005267-T1	FUN_006986-T1
OG0006623	FUN_007933-T1	FUN_008255-T1	FUN_004937-T1	FUN_008388-T1	FUN_007773-T1	FUN_006412-T1	FUN_005266-T1	FUN_006985-T1
OG0006624	FUN_007934-T1	FUN_008254-T1	FUN_004936-T1	FUN_008389-T1	FUN_007772-T1	FUN_006413-T1	FUN_005265-T1	FUN_006984-T1
